τ_vals,μ=0.5,μ=0.8,μ=0.9,μ=1.0
1376.571672598,0.8255577835353225,0.2564393245975761,0.23380179583633817,0.24412830679999928
1376.6382255,0.21019543891463402,0.05897988434690269,0.15153398151981107,0.1935462929592509
1376.704778402,0.3283945243361316,0.20977668870281424,0.16656177152833757,0.14755891635988816
1376.7713313040001,0.8803326181138535,0.19106437763140577,0.1165504474968469,0.10685564528826698
1376.8378842060001,0.25545301669332937,0.021921748617538254,0.05473810842004756,0.07204674853503673
1376.9044371080001,0.27794573541660755,0.10173446609144668,0.06107298974260063,0.043654116490533745
1376.9709900100002,0.908896530739473,0.14688745636850864,0.04304792388636142,0.022103427732429383
1377.0375429120002,0.3083784639580802,0.026252302398794926,0.010584191667305082,0.007717794461934763
1377.1040958140002,0.22873407435792992,0.03311720979049011,0.01035941146825231,0.0007128999703746301
1377.170648716,0.9088474903957657,0.13001344807099854,0.023139970945140424,0.001193765473876237
1377.237201618,0.36380145737730746,0.07452334722328115,0.02595256738032544,0.009153183326104519
1377.30375452,0.18470266690273177,0.010028130050791895,0.020257383583351787,0.024471815540468806
1377.370307422,0.8802120857898332,0.14231674302968578,0.059359746308952493,0.046919995724111346
1377.436860324,0.41686012743335826,0.16371253660097163,0.09985139390291707,0.07616116057116777
1377.503413226,0.1499445305905032,0.03283010269397869,0.0885949957206952,0.11175689203991637
1377.569966128,0.8254615367356625,0.181205609530871,0.1465937413406709,0.15317351758633496
1377.63651903,0.46335965844671273,0.28544395891837254,0.22349689158467242,0.19979008112614843
1377.703071932,0.12837718954715557,0.09623847997483263,0.20552262373569502,0.2509076515584
1377.769624834,0.7492894084929757,0.2400310362295862,0.2727825189902679,0.30575984455971783
1377.836177736,0.5000209615932161,0.4269129787654945,0.38143149528427855,0.3635242662867907
1377.902730638,0.1233700941529831,0.19012961672160938,0.35485835451496983,0.4233348412959648
1377.96928354,0.6581728284950908,0.3090809523058508,0.4205614024000378,0.4842948564715819
1378.0358364420001,0.5246097281022581,0.5724052359914992,0.5535343194011197,0.5454903454134853
1378.1023893440001,0.1373627739130722,0.3009502496038479,0.5162666291938323,0.6060037855729428
1378.1689422460001,0.5597622191324552,0.37701933315389524,0.569619785048025,0.6649279291791994
1378.2354951480002,0.5359519004473107,0.7052201776875571,0.7176590880902206,0.7213793356751499
1378.3020480500002,0.17151880556040225,0.41353592786512233,0.6679780632039749,0.7745116051822748
1378.3686009520002,0.4621627451004709,0.4325676202862513,0.6994609919228776,0.8235281570273595
1378.435153854,0.533854830619343,0.8097543494269136,0.8525505492001179,0.8676940970123025
1378.501706756,0.22546224792467418,0.5130956262487713,0.7896871067003454,0.9063472160245838
1378.568259658,0.3731817404076954,0.46619161412293597,0.7921905807310735,0.9389080183881794
1378.63481256,0.5189625000873863,0.8734763458799132,0.9406526315725404,0.9648883324405809
1378.701365462,0.2971385115243063,0.5871010384142265,0.8652414498866396,0.9838986014714487
1378.767918364,0.2996190953079447,0.47155525314028,0.8349568896624251,0.9956538323303598
1378.834471266,0.4925771927201402,0.8885370763654408,0.9704353056912836,0.9999777922831337
1378.901024168,0.3828308620333643,0.6268350824835575,0.8847658222715834,0.9968056146739044
1378.96757707,0.24667171549223219,0.4465337799167932,0.8217140805347717,0.9861848836298307
1379.034129972,0.45647875055545906,0.8528044639838416,0.9379304922461418,0.9682748496870399
1379.100682874,0.4773479180156973,0.6284024689396841,0.845939176419379,0.9433439982190998
1379.167235776,0.21750950727653087,0.39363856539826264,0.7540686898809122,0.9117661361292189
1379.233788678,0.4127665877142866,0.7701850289890405,0.8472720298529036,0.874014724156897
1379.3003415800001,0.574378352420746,0.5930791278964573,0.7542579300677736,0.8306557289533784
1379.3668944820001,0.21306060266668608,0.31978626710572594,0.6410936422212211,0.782339245283495
1379.4334473840001,0.3637402402837771,0.650186468641657,0.7101667517013024,0.7297896954497276
1379.5000002860002,0.6669888355952486,0.5269668384310083,0.6222537362963714,0.673794916016288
1379.5665531880002,0.23202012355406865,0.23543516371129788,0.4981323392707297,0.6151944450695525
1379.6331060900002,0.3118231059653704,0.506773351842779,0.5443655648312018,0.5548668916235358
1379.699658992,0.7482226029251304,0.44001249628750616,0.4677739940123573,0.4937167112804514
1379.766211894,0.271072493864277,0.15319920598201303,0.3447512402837933,0.43266073284514095
1379.832764796,0.25952309586926386,0.35665954928318766,0.3713361945635235,0.3726143791837443
1379.899317698,0.8117413499358292,0.34453564165379,0.3115583264463938,0.3144778951174647
1379.9658706,0.32529498330214446,0.08612360908117477,0.20211408667291514,0.2591229221178701
1380.032423502,0.2094150169359566,0.21725400628312444,0.21344527285314163,0.20737940581692002
1380.098976404,0.8524445019787777,0.2534719498130381,0.1744378569156454,0.1600231133581678
1380.165529306,0.38869233960046784,0.045854639570275385,0.09012919922235693,0.11776405728779378
1380.232082208,0.16412410469881505,0.10452134845631682,0.09102259587943998,0.08123583358402735
1380.29863511,0.8669986380529813,0.17857592021814267,0.07453382693280408,0.05098609435493665
1380.365188012,0.4548009567228691,0.04095383834642209,0.024752559058562912,0.027468373601996127
1380.431740914,0.1262891355909184,0.03102969662384332,0.019695978779994985,0.011035275407510665
1380.4982938160001,0.8542164478771785,0.12882841216198423,0.024831339585991492,0.0019331739741620024
1380.5648467180001,0.5172971167662819,0.07559066893422242,0.015809424857848742,0.00029853824884943953
1380.6313996200001,0.09848715920057596,0.004433537334436298,0.008349119337265554,0.0061558756448411
1380.6979525220002,0.8152385768374161,0.10926386519637524,0.03145293400642796,0.01941736802727708
1380.7645054240002,0.5705475659105774,0.14879944025126876,0.06562864318602801,0.03988418971018974
1380.8310583260002,0.08310955894904903,0.026582791074164665,0.05797204954988969,0.0672494768619953
1380.8976112280002,0.7534916402685105,0.12037237551654763,0.092862198271154,0.10110295005609884
1380.96416413,0.6100512333797788,0.25441258100535846,0.16867569170740027,0.14093705167448117
1381.030717032,0.08218966705805869,0.09336781352459529,0.1615551408505052,0.18615453971199583
1381.097269934,0.6744193672762492,0.15815150737700234,0.20010240524097128,0.23607748275033133
1381.163822836,0.6327366618493249,0.38169267801796125,0.3122372666407133,0.2899573977793696
